query_id,doc_id,method,correctness,faithfulness,completeness,relevance,abstained
doc009_q08,doc009,dat_parent_only,4,4,4,5,
doc009_q08,doc009,dat_no_self_scoring,5,4,4,3,
doc010_q01,doc010,dat_full,5,4,4,5,
doc010_q01,doc010,flat_rag,5,3,2,4,
doc010_q01,doc010,section_rag,4,4,3,3,
doc010_q01,doc010,long_context,4,5,4,3,
doc010_q01,doc010,dat_no_expansion,3,5,4,4,
doc010_q01,doc010,dat_parent_only,3,5,3,3,
doc010_q01,doc010,dat_no_self_scoring,4,2,3,4,
doc010_q02,doc010,dat_full,5,4,4,4,
doc010_q02,doc010,flat_rag,4,3,4,3,
doc010_q02,doc010,section_rag,4,4,3,4,
doc010_q02,doc010,long_context,3,5,4,3,
doc010_q02,doc010,dat_no_expansion,4,4,3,5,
doc010_q02,doc010,dat_parent_only,5,3,4,3,
doc010_q02,doc010,dat_no_self_scoring,4,3,4,4,
doc010_q03,doc010,dat_full,4,4,4,3,
doc010_q03,doc010,flat_rag,4,4,4,4,
doc010_q03,doc010,section_rag,3,4,4,3,
doc010_q03,doc010,long_context,4,4,3,4,
doc010_q03,doc010,dat_no_expansion,3,4,3,4,
doc010_q03,doc010,dat_parent_only,3,4,3,4,
doc010_q03,doc010,dat_no_self_scoring,3,4,4,4,
doc010_q04,doc010,dat_full,4,5,4,4,
doc010_q04,doc010,flat_rag,4,4,3,4,
doc010_q04,doc010,section_rag,4,5,3,4,
doc010_q04,doc010,long_context,4,4,4,4,
doc010_q04,doc010,dat_no_expansion,4,4,4,4,
doc010_q04,doc010,dat_parent_only,3,3,4,3,
doc010_q04,doc010,dat_no_self_scoring,3,3,3,3,
doc010_q05,doc010,dat_full,4,5,4,5,
doc010_q05,doc010,flat_rag,5,4,2,3,
doc010_q05,doc010,section_rag,4,4,5,4,
doc010_q05,doc010,long_context,4,4,3,4,
doc010_q05,doc010,dat_no_expansion,4,4,4,5,
doc010_q05,doc010,dat_parent_only,4,2,3,4,
doc010_q05,doc010,dat_no_self_scoring,4,5,4,4,
doc010_q06,doc010,dat_full,5,4,4,4,
doc010_q06,doc010,flat_rag,3,4,4,5,
doc010_q06,doc010,section_rag,4,3,3,3,
doc010_q06,doc010,long_context,4,4,3,4,
doc010_q06,doc010,dat_no_expansion,3,3,3,4,
doc010_q06,doc010,dat_parent_only,4,4,3,4,
doc010_q06,doc010,dat_no_self_scoring,4,4,5,5,
doc010_q07,doc010,dat_full,4,3,3,4,
doc010_q07,doc010,flat_rag,4,2,2,4,
doc010_q07,doc010,section_rag,4,3,2,4,
doc010_q07,doc010,long_context,4,5,3,4,
doc010_q07,doc010,dat_no_expansion,4,5,3,5,
doc010_q07,doc010,dat_parent_only,5,4,3,4,
doc010_q07,doc010,dat_no_self_scoring,4,4,4,3,
doc010_q08,doc010,dat_full,3,5,4,5,True
doc010_q08,doc010,flat_rag,3,5,2,4,True
doc010_q08,doc010,section_rag,3,3,3,4,True
doc010_q08,doc010,long_context,4,4,3,3,True
doc010_q08,doc010,dat_no_expansion,4,4,3,5,True
doc010_q08,doc010,dat_parent_only,4,5,2,5,False
doc010_q08,doc010,dat_no_self_scoring,3,3,4,4,True
doc011_q01,doc011,dat_full,4,3,4,4,
doc011_q01,doc011,flat_rag,4,4,3,3,
doc011_q01,doc011,section_rag,2,4,4,4,
doc011_q01,doc011,long_context,4,5,4,5,
doc011_q01,doc011,dat_no_expansion,4,4,4,4,
doc011_q01,doc011,dat_parent_only,4,3,4,4,
doc011_q01,doc011,dat_no_self_scoring,4,4,4,4,
doc011_q02,doc011,dat_full,4,4,3,4,
doc011_q02,doc011,flat_rag,3,3,2,4,
doc011_q02,doc011,section_rag,4,4,4,4,
doc011_q02,doc011,long_context,3,4,4,3,
doc011_q02,doc011,dat_no_expansion,4,4,4,4,
doc011_q02,doc011,dat_parent_only,4,4,2,2,
doc011_q02,doc011,dat_no_self_scoring,3,5,5,4,
doc011_q03,doc011,dat_full,4,3,5,4,
doc011_q03,doc011,flat_rag,4,2,2,3,
doc011_q03,doc011,section_rag,4,3,2,4,
doc011_q03,doc011,long_context,4,5,5,5,
doc011_q03,doc011,dat_no_expansion,5,5,5,4,
doc011_q03,doc011,dat_parent_only,4,4,4,4,
doc011_q03,doc011,dat_no_self_scoring,4,4,3,3,
doc011_q04,doc011,dat_full,4,3,4,5,
doc011_q04,doc011,flat_rag,4,4,2,3,
doc011_q04,doc011,section_rag,2,4,3,4,
doc011_q04,doc011,long_context,5,5,4,5,
doc011_q04,doc011,dat_no_expansion,4,4,4,3,
doc011_q04,doc011,dat_parent_only,5,4,4,3,
doc011_q04,doc011,dat_no_self_scoring,3,4,4,4,
doc011_q05,doc011,dat_full,5,4,4,3,
doc011_q05,doc011,flat_rag,2,3,3,4,
doc011_q05,doc011,section_rag,4,4,4,4,
doc011_q05,doc011,long_context,5,5,4,4,
doc011_q05,doc011,dat_no_expansion,3,4,4,4,
doc011_q05,doc011,dat_parent_only,3,4,4,4,
doc011_q05,doc011,dat_no_self_scoring,4,4,4,3,
doc011_q06,doc011,dat_full,4,5,5,4,
doc011_q06,doc011,flat_rag,3,3,4,3,
doc011_q06,doc011,section_rag,5,4,3,2,
doc011_q06,doc011,long_context,4,5,4,3,
doc011_q06,doc011,dat_no_expansion,5,4,3,4,
doc011_q06,doc011,dat_parent_only,4,3,3,4,
doc011_q06,doc011,dat_no_self_scoring,3,3,4,5,
doc011_q07,doc011,dat_full,4,5,4,4,
doc011_q07,doc011,flat_rag,2,4,1,3,
doc011_q07,doc011,section_rag,4,3,3,4,
doc011_q07,doc011,long_context,4,2,3,5,
doc011_q07,doc011,dat_no_expansion,4,5,5,3,
doc011_q07,doc011,dat_parent_only,3,4,5,3,
doc011_q07,doc011,dat_no_self_scoring,3,5,4,5,
doc011_q08,doc011,dat_full,4,4,5,5,True
doc011_q08,doc011,flat_rag,2,3,3,3,False
doc011_q08,doc011,section_rag,3,4,4,3,False
doc011_q08,doc011,long_context,4,4,3,4,True
doc011_q08,doc011,dat_no_expansion,4,3,3,4,True
doc011_q08,doc011,dat_parent_only,3,5,3,5,True
doc011_q08,doc011,dat_no_self_scoring,5,3,3,4,False
doc012_q01,doc012,dat_full,4,4,5,5,
doc012_q01,doc012,flat_rag,4,4,3,3,
doc012_q01,doc012,section_rag,4,4,3,5,
doc012_q01,doc012,long_context,4,4,4,3,
doc012_q01,doc012,dat_no_expansion,3,3,2,4,
doc012_q01,doc012,dat_parent_only,4,4,3,4,
doc012_q01,doc012,dat_no_self_scoring,3,4,5,4,
doc012_q02,doc012,dat_full,5,5,4,4,
doc012_q02,doc012,flat_rag,4,3,4,2,
doc012_q02,doc012,section_rag,2,2,4,4,
doc012_q02,doc012,long_context,5,4,4,3,
doc012_q02,doc012,dat_no_expansion,2,4,4,3,
doc012_q02,doc012,dat_parent_only,5,4,4,4,
doc012_q02,doc012,dat_no_self_scoring,4,3,4,3,
doc012_q03,doc012,dat_full,5,5,4,4,
doc012_q03,doc012,flat_rag,3,4,2,4,
doc012_q03,doc012,section_rag,4,3,3,5,
doc012_q03,doc012,long_context,4,4,3,5,
doc012_q03,doc012,dat_no_expansion,3,5,4,4,
doc012_q03,doc012,dat_parent_only,5,3,4,3,
doc012_q03,doc012,dat_no_self_scoring,4,5,1,4,
doc012_q04,doc012,dat_full,4,4,3,4,
doc012_q04,doc012,flat_rag,2,3,3,2,
doc012_q04,doc012,section_rag,4,3,5,4,
doc012_q04,doc012,long_context,5,4,4,1,
doc012_q04,doc012,dat_no_expansion,4,4,3,4,
doc012_q04,doc012,dat_parent_only,4,5,3,4,
doc012_q04,doc012,dat_no_self_scoring,4,4,5,5,
doc012_q05,doc012,dat_full,4,5,4,3,
doc012_q05,doc012,flat_rag,4,4,4,3,
doc012_q05,doc012,section_rag,2,2,4,3,
doc012_q05,doc012,long_context,4,4,5,3,
doc012_q05,doc012,dat_no_expansion,3,3,3,5,
doc012_q05,doc012,dat_parent_only,4,3,3,3,
doc012_q05,doc012,dat_no_self_scoring,4,4,4,4,
doc012_q06,doc012,dat_full,5,4,4,4,
doc012_q06,doc012,flat_rag,2,4,3,3,
doc012_q06,doc012,section_rag,3,3,3,5,
doc012_q06,doc012,long_context,3,4,3,5,
doc012_q06,doc012,dat_no_expansion,4,4,5,5,
doc012_q06,doc012,dat_parent_only,4,3,5,5,
doc012_q06,doc012,dat_no_self_scoring,3,4,3,5,
doc012_q07,doc012,dat_full,4,3,3,5,
doc012_q07,doc012,flat_rag,3,3,3,3,
doc012_q07,doc012,section_rag,5,5,2,4,
doc012_q07,doc012,long_context,3,5,4,5,
doc012_q07,doc012,dat_no_expansion,4,2,4,4,
doc012_q07,doc012,dat_parent_only,4,3,3,4,
doc012_q07,doc012,dat_no_self_scoring,4,4,4,3,
doc012_q08,doc012,dat_full,5,4,4,5,True
doc012_q08,doc012,flat_rag,3,5,3,4,False
doc012_q08,doc012,section_rag,3,4,4,3,False
doc012_q08,doc012,long_context,4,4,3,3,False
doc012_q08,doc012,dat_no_expansion,4,5,3,4,True
doc012_q08,doc012,dat_parent_only,4,5,1,4,False
doc012_q08,doc012,dat_no_self_scoring,3,4,4,3,False
doc013_q01,doc013,dat_full,5,5,3,5,
doc013_q01,doc013,flat_rag,4,3,2,3,
doc013_q01,doc013,section_rag,3,3,1,4,
doc013_q01,doc013,long_context,4,5,2,3,
doc013_q01,doc013,dat_no_expansion,4,4,3,4,
doc013_q01,doc013,dat_parent_only,4,4,3,4,
doc013_q01,doc013,dat_no_self_scoring,4,4,4,4,
doc013_q02,doc013,dat_full,3,5,3,5,
doc013_q02,doc013,flat_rag,4,5,3,2,
doc013_q02,doc013,section_rag,5,4,3,4,
doc013_q02,doc013,long_context,4,3,3,5,
doc013_q02,doc013,dat_no_expansion,4,4,4,4,
doc013_q02,doc013,dat_parent_only,4,5,4,3,
doc013_q02,doc013,dat_no_self_scoring,5,5,4,4,
doc013_q03,doc013,dat_full,4,5,4,3,
doc013_q03,doc013,flat_rag,3,5,1,3,
doc013_q03,doc013,section_rag,4,4,3,2,
doc013_q03,doc013,long_context,3,5,5,4,
doc013_q03,doc013,dat_no_expansion,5,3,4,3,
doc013_q03,doc013,dat_parent_only,4,4,4,5,
doc013_q03,doc013,dat_no_self_scoring,3,5,4,4,
doc013_q04,doc013,dat_full,3,4,4,4,
doc013_q04,doc013,flat_rag,3,4,2,4,
doc013_q04,doc013,section_rag,3,1,3,4,
doc013_q04,doc013,long_context,5,4,5,3,
doc013_q04,doc013,dat_no_expansion,4,5,4,5,
doc013_q04,doc013,dat_parent_only,3,2,4,5,
doc013_q04,doc013,dat_no_self_scoring,3,4,5,3,
doc013_q05,doc013,dat_full,5,4,5,5,
doc013_q05,doc013,flat_rag,3,5,3,5,
doc013_q05,doc013,section_rag,3,4,3,3,
doc013_q05,doc013,long_context,2,5,5,4,
doc013_q05,doc013,dat_no_expansion,4,5,5,4,
doc013_q05,doc013,dat_parent_only,4,4,5,5,
doc013_q05,doc013,dat_no_self_scoring,4,3,3,5,
doc013_q06,doc013,dat_full,4,5,3,5,
doc013_q06,doc013,flat_rag,3,2,2,3,
doc013_q06,doc013,section_rag,3,4,4,3,
doc013_q06,doc013,long_context,4,3,4,4,
doc013_q06,doc013,dat_no_expansion,4,4,4,4,
doc013_q06,doc013,dat_parent_only,3,5,4,4,
doc013_q06,doc013,dat_no_self_scoring,4,4,4,4,
doc013_q07,doc013,dat_full,4,4,4,4,
doc013_q07,doc013,flat_rag,2,5,2,4,
doc013_q07,doc013,section_rag,3,3,3,4,
doc013_q07,doc013,long_context,4,5,3,4,
doc013_q07,doc013,dat_no_expansion,4,4,5,5,
doc013_q07,doc013,dat_parent_only,4,4,3,4,
doc013_q07,doc013,dat_no_self_scoring,3,4,4,3,
doc013_q08,doc013,dat_full,4,3,4,4,True
doc013_q08,doc013,flat_rag,3,3,2,3,False
doc013_q08,doc013,section_rag,4,2,4,4,False
doc013_q08,doc013,long_context,4,5,3,5,True
doc013_q08,doc013,dat_no_expansion,3,5,4,4,False
doc013_q08,doc013,dat_parent_only,4,4,3,3,True
doc013_q08,doc013,dat_no_self_scoring,3,4,3,3,False
doc014_q01,doc014,dat_full,3,5,4,4,
doc014_q01,doc014,flat_rag,3,5,3,3,
doc014_q01,doc014,section_rag,4,4,3,3,
doc014_q01,doc014,long_context,3,4,3,4,
doc014_q01,doc014,dat_no_expansion,4,4,5,3,
doc014_q01,doc014,dat_parent_only,4,3,3,3,
doc014_q01,doc014,dat_no_self_scoring,4,4,3,4,
doc014_q02,doc014,dat_full,5,5,4,3,
doc014_q02,doc014,flat_rag,3,5,3,2,
doc014_q02,doc014,section_rag,4,3,3,2,
doc014_q02,doc014,long_context,4,3,5,5,
doc014_q02,doc014,dat_no_expansion,4,3,5,5,
doc014_q02,doc014,dat_parent_only,4,4,4,5,
doc014_q02,doc014,dat_no_self_scoring,4,4,4,4,
doc014_q03,doc014,dat_full,4,5,4,4,
doc014_q03,doc014,flat_rag,2,2,4,3,
doc014_q03,doc014,section_rag,3,4,4,4,
doc014_q03,doc014,long_context,5,4,5,4,
doc014_q03,doc014,dat_no_expansion,3,4,4,5,
doc014_q03,doc014,dat_parent_only,4,3,3,4,
doc014_q03,doc014,dat_no_self_scoring,3,4,4,3,
doc014_q04,doc014,dat_full,5,4,4,5,
doc014_q04,doc014,flat_rag,2,5,3,5,
doc014_q04,doc014,section_rag,3,3,5,3,
doc014_q04,doc014,long_context,3,4,4,4,
doc014_q04,doc014,dat_no_expansion,4,4,4,5,
doc014_q04,doc014,dat_parent_only,4,3,4,3,
doc014_q04,doc014,dat_no_self_scoring,3,5,4,5,
doc014_q05,doc014,dat_full,4,3,4,5,
doc014_q05,doc014,flat_rag,3,3,4,5,
doc014_q05,doc014,section_rag,3,3,3,4,
doc014_q05,doc014,long_context,3,3,4,3,
doc014_q05,doc014,dat_no_expansion,5,4,4,4,
doc014_q05,doc014,dat_parent_only,4,5,4,3,
doc014_q05,doc014,dat_no_self_scoring,4,3,3,4,
doc014_q06,doc014,dat_full,5,4,4,3,
doc014_q06,doc014,flat_rag,5,2,5,4,
doc014_q06,doc014,section_rag,4,4,2,4,
doc014_q06,doc014,long_context,4,4,4,4,
doc014_q06,doc014,dat_no_expansion,3,4,4,3,
doc014_q06,doc014,dat_parent_only,4,5,3,4,
doc014_q06,doc014,dat_no_self_scoring,5,3,5,3,
doc014_q07,doc014,dat_full,4,4,5,5,
doc014_q07,doc014,flat_rag,3,4,3,4,
doc014_q07,doc014,section_rag,3,4,4,4,
doc014_q07,doc014,long_context,5,4,3,4,
doc014_q07,doc014,dat_no_expansion,3,5,4,4,
doc014_q07,doc014,dat_parent_only,4,5,3,5,
doc014_q07,doc014,dat_no_self_scoring,5,5,3,4,
doc014_q08,doc014,dat_full,5,4,4,4,True
doc014_q08,doc014,flat_rag,2,4,3,4,True
doc014_q08,doc014,section_rag,4,4,3,3,True
doc014_q08,doc014,long_context,4,4,4,4,True
doc014_q08,doc014,dat_no_expansion,4,4,5,5,False
doc014_q08,doc014,dat_parent_only,5,4,4,5,True
doc014_q08,doc014,dat_no_self_scoring,5,3,4,4,False
doc015_q01,doc015,dat_full,4,5,4,4,
doc015_q01,doc015,flat_rag,3,5,2,3,
doc015_q01,doc015,section_rag,4,4,3,3,
doc015_q01,doc015,long_context,4,3,4,4,
doc015_q01,doc015,dat_no_expansion,4,3,3,4,
doc015_q01,doc015,dat_parent_only,4,4,4,5,
doc015_q01,doc015,dat_no_self_scoring,4,5,4,4,
doc015_q02,doc015,dat_full,4,4,4,4,
doc015_q02,doc015,flat_rag,4,3,3,4,
doc015_q02,doc015,section_rag,4,3,3,4,
doc015_q02,doc015,long_context,3,4,2,3,
doc015_q02,doc015,dat_no_expansion,4,3,4,3,
doc015_q02,doc015,dat_parent_only,3,3,4,5,
doc015_q02,doc015,dat_no_self_scoring,3,1,4,4,
doc015_q03,doc015,dat_full,4,4,4,5,
doc015_q03,doc015,flat_rag,3,2,3,4,
doc015_q03,doc015,section_rag,2,3,4,2,
doc015_q03,doc015,long_context,3,4,4,5,
doc015_q03,doc015,dat_no_expansion,3,3,2,4,
doc015_q03,doc015,dat_parent_only,3,3,3,3,
doc015_q03,doc015,dat_no_self_scoring,3,4,4,4,
doc015_q04,doc015,dat_full,4,3,4,5,
doc015_q04,doc015,flat_rag,3,4,3,4,
doc015_q04,doc015,section_rag,5,3,4,2,
doc015_q04,doc015,long_context,4,4,4,3,
doc015_q04,doc015,dat_no_expansion,5,4,4,5,
doc015_q04,doc015,dat_parent_only,3,4,3,4,
doc015_q04,doc015,dat_no_self_scoring,4,4,3,4,
doc015_q05,doc015,dat_full,5,4,5,4,
doc015_q05,doc015,flat_rag,2,2,3,3,
doc015_q05,doc015,section_rag,3,4,2,3,
doc015_q05,doc015,long_context,4,4,4,4,
doc015_q05,doc015,dat_no_expansion,4,4,4,5,
doc015_q05,doc015,dat_parent_only,3,4,3,4,
doc015_q05,doc015,dat_no_self_scoring,5,3,4,5,
doc015_q06,doc015,dat_full,4,4,4,5,
doc015_q06,doc015,flat_rag,2,4,3,4,
doc015_q06,doc015,section_rag,5,4,3,4,
doc015_q06,doc015,long_context,3,4,4,4,
doc015_q06,doc015,dat_no_expansion,4,4,3,5,
doc015_q06,doc015,dat_parent_only,4,3,4,4,
doc015_q06,doc015,dat_no_self_scoring,2,4,4,3,
doc015_q07,doc015,dat_full,5,4,4,4,
doc015_q07,doc015,flat_rag,4,4,4,4,
doc015_q07,doc015,section_rag,3,3,5,3,
doc015_q07,doc015,long_context,5,3,4,4,
doc015_q07,doc015,dat_no_expansion,3,3,2,4,
doc015_q07,doc015,dat_parent_only,3,4,3,5,
doc015_q07,doc015,dat_no_self_scoring,4,4,3,4,
doc015_q08,doc015,dat_full,3,5,4,4,True
doc015_q08,doc015,flat_rag,4,2,4,3,False
doc015_q08,doc015,section_rag,3,5,4,3,True
doc015_q08,doc015,long_context,3,5,3,5,True
doc015_q08,doc015,dat_no_expansion,4,4,4,4,True
doc015_q08,doc015,dat_parent_only,3,4,5,4,False
doc015_q08,doc015,dat_no_self_scoring,3,4,2,4,True
