query_id,doc_id,method,should_expand,did_expand,correct_trigger,nodes_before,nodes_after
doc015_q05,doc015,dat_no_self_scoring,False,False,True,8,0
doc015_q06,doc015,dat_full,False,False,True,4,0
doc015_q06,doc015,dat_no_expansion,False,False,True,8,0
doc015_q06,doc015,dat_parent_only,False,False,True,7,0
doc015_q06,doc015,dat_no_self_scoring,False,False,True,5,0
doc015_q07,doc015,dat_full,False,False,True,7,0
doc015_q07,doc015,dat_no_expansion,False,False,True,5,0
doc015_q07,doc015,dat_parent_only,False,False,True,6,0
doc015_q07,doc015,dat_no_self_scoring,False,False,True,4,0
doc015_q08,doc015,dat_full,False,False,True,5,0
doc015_q08,doc015,dat_no_expansion,False,False,True,4,0
doc015_q08,doc015,dat_parent_only,False,False,True,7,0
doc015_q08,doc015,dat_no_self_scoring,False,False,True,8,0
